"initT",1539785118.3076916
"tcpL",2.291841745376587,"udpL+tcpL",5.012388467788696
"tcpL",1.3869352340698242,"udpL+tcpL",2.8199856281280518
"tcpL",2.324923515319824,"udpL+tcpL",3.765942335128784
"tcpL",1.1502447128295898,"udpL+tcpL",2.5984275341033936
"tcpL",1.2816615104675293,"udpL+tcpL",2.769914388656616
"tcpL",2.0331151485443115,"udpL+tcpL",3.489213466644287
"tcpL",1.5123600959777832,"udpL+tcpL",2.9391496181488037
"tcpL",3.129711866378784,"udpL+tcpL",4.587079048156738
"tcpL",2.380189895629883,"udpL+tcpL",3.858746290206909
"tcpL",1.074617624282837,"udpL+tcpL",2.4715192317962646
"tcpL",2.7729380130767822,"udpL+tcpL",4.229921102523804
"tcpL",2.1179685592651367,"udpL+tcpL",3.6224896907806396
"tcpL",1.5516314506530762,"udpL+tcpL",2.9679322242736816
"tcpL",1.0818703174591064,"udpL+tcpL",3.048417806625366
"tcpL",1.6704046726226807,"udpL+tcpL",3.0781376361846924
"tcpL",1.290928840637207,"udpL+tcpL",2.730381488800049
"tcpL",1.2197937965393066,"udpL+tcpL",2.6762068271636963
"tcpL",1.316563606262207,"udpL+tcpL",2.769016742706299
"tcpL",1.0487334728240967,"udpL+tcpL",2.498353958129883
"tcpL",1.3039982318878174,"udpL+tcpL",2.747767686843872
"tcpL",1.2700486183166504,"udpL+tcpL",2.747758626937866
"tcpL",1.356126070022583,"udpL+tcpL",2.9076740741729736
"tcpL",1.4324109554290771,"udpL+tcpL",2.868884563446045
"tcpL",1.502101182937622,"udpL+tcpL",2.951641321182251
"tcpL",1.2094330787658691,"udpL+tcpL",2.6351711750030518
"tcpL",1.2845330238342285,"udpL+tcpL",2.7277214527130127
"tcpL",1.3389496803283691,"udpL+tcpL",2.780118227005005
"tcpL",1.2412605285644531,"udpL+tcpL",2.6663198471069336
"tcpL",1.3204765319824219,"udpL+tcpL",2.768831729888916
"tcpL",1.1877388954162598,"udpL+tcpL",2.618027687072754
"tcpL",1.3620517253875732,"udpL+tcpL",2.797842264175415
"tcpL",1.0625317096710205,"udpL+tcpL",2.4792561531066895
"tcpL",1.322399377822876,"udpL+tcpL",2.757071018218994
"tcpL",1.9009785652160645,"udpL+tcpL",3.3384041786193848
"tcpL",1.2828056812286377,"udpL+tcpL",2.7492101192474365
"tcpL",1.357968807220459,"udpL+tcpL",2.797349214553833
"tcpL",1.8446478843688965,"udpL+tcpL",3.305908441543579
"tcpL",3.021601915359497,"udpL+tcpL",4.462488174438477
"tcpL",3.167275905609131,"udpL+tcpL",4.60357141494751
"tcpL",3.2485647201538086,"udpL+tcpL",4.709648132324219
"tcpL",1.8369910717010498,"udpL+tcpL",3.35638427734375
"tcpL",1.6022837162017822,"udpL+tcpL",3.041227102279663
"tcpL",1.1847786903381348,"udpL+tcpL",2.618293046951294
"tcpL",1.223501205444336,"udpL+tcpL",2.6682753562927246
"tcpL",1.7308604717254639,"udpL+tcpL",3.1706106662750244
"tcpL",2.0192947387695312,"udpL+tcpL",3.4457993507385254
"tcpL",4.470257520675659,"udpL+tcpL",5.938239574432373
"tcpL",2.064560651779175,"udpL+tcpL",3.50799560546875
"tcpL",1.5830812454223633,"udpL+tcpL",3.009230136871338
"tcpL",1.7482736110687256,"udpL+tcpL",3.2208614349365234
